job,marital,education,housing,loan,contact,campaign,poutcome,y
technician,married,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,secondary,yes,no,unknown,2,unknown,no
technician,married,secondary,yes,yes,cellular,2,failure,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
management,divorced,tertiary,yes,no,unknown,4,unknown,no
blue-collar,married,secondary,no,no,cellular,3,unknown,no
technician,married,secondary,yes,no,cellular,4,unknown,no
blue-collar,married,primary,no,no,cellular,1,failure,no
unemployed,divorced,secondary,no,no,cellular,1,failure,no
blue-collar,married,secondary,yes,no,cellular,2,failure,no
retired,married,secondary,no,no,cellular,1,failure,no
blue-collar,married,primary,yes,no,unknown,3,unknown,no
self-employed,single,tertiary,no,no,unknown,1,unknown,yes
entrepreneur,single,secondary,yes,yes,cellular,1,unknown,no
management,married,tertiary,yes,no,unknown,1,unknown,no
blue-collar,single,secondary,no,no,cellular,2,unknown,no
admin.,married,secondary,yes,no,cellular,2,unknown,no
services,divorced,secondary,yes,no,unknown,2,unknown,no
management,divorced,tertiary,no,no,cellular,2,unknown,no
entrepreneur,married,secondary,no,no,cellular,2,unknown,no
technician,single,tertiary,yes,no,cellular,1,unknown,no
management,married,tertiary,yes,no,cellular,1,unknown,no
unemployed,married,tertiary,no,no,telephone,1,unknown,no
services,single,secondary,no,no,cellular,3,unknown,no
admin.,divorced,secondary,yes,no,cellular,3,failure,no
blue-collar,married,primary,yes,no,cellular,17,unknown,no
technician,single,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,primary,no,no,cellular,3,success,yes
blue-collar,married,primary,yes,no,unknown,3,unknown,no
technician,single,secondary,no,no,cellular,2,unknown,no
management,married,tertiary,yes,no,cellular,8,unknown,no
admin.,married,tertiary,yes,yes,cellular,2,unknown,no
blue-collar,married,primary,yes,no,cellular,2,other,no
services,single,secondary,yes,no,unknown,1,unknown,no
services,married,secondary,yes,no,unknown,12,unknown,no
admin.,single,secondary,yes,no,cellular,1,unknown,no
blue-collar,married,primary,yes,no,unknown,2,unknown,no
blue-collar,divorced,primary,yes,no,unknown,1,unknown,yes
blue-collar,married,secondary,no,no,unknown,2,unknown,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
management,married,tertiary,yes,no,cellular,2,failure,no
blue-collar,married,secondary,yes,yes,unknown,3,unknown,no
unemployed,married,secondary,yes,no,unknown,2,unknown,no
management,married,tertiary,yes,no,cellular,2,unknown,no
services,single,secondary,yes,no,unknown,2,unknown,no
blue-collar,married,primary,yes,no,unknown,1,unknown,no
services,single,unknown,no,no,cellular,2,unknown,yes
admin.,single,secondary,no,no,telephone,2,unknown,no
technician,single,tertiary,no,yes,cellular,1,unknown,no
blue-collar,married,primary,yes,no,unknown,1,unknown,no
admin.,married,secondary,yes,no,cellular,2,failure,no
self-employed,married,tertiary,no,no,cellular,2,unknown,no
blue-collar,married,secondary,yes,no,cellular,1,unknown,no
self-employed,married,secondary,yes,no,unknown,5,unknown,no
technician,single,secondary,no,no,cellular,4,unknown,yes
unknown,married,unknown,no,no,cellular,1,unknown,no
unemployed,single,tertiary,no,no,cellular,1,unknown,no
admin.,single,primary,yes,yes,cellular,4,unknown,no
blue-collar,single,primary,yes,yes,cellular,1,unknown,no
services,married,secondary,yes,yes,cellular,1,unknown,no
technician,married,secondary,yes,no,unknown,3,unknown,no
technician,divorced,secondary,yes,no,unknown,4,unknown,no
housemaid,married,secondary,yes,no,cellular,2,unknown,no
management,single,tertiary,yes,no,unknown,1,unknown,no
admin.,single,secondary,yes,no,unknown,2,unknown,no
blue-collar,divorced,primary,no,yes,unknown,2,unknown,no
management,divorced,tertiary,no,no,unknown,2,unknown,no
technician,single,secondary,no,no,cellular,3,unknown,yes
unemployed,married,tertiary,yes,no,cellular,8,unknown,no
admin.,married,secondary,no,no,cellular,1,success,yes
management,single,tertiary,yes,no,cellular,1,unknown,no
blue-collar,married,secondary,yes,yes,cellular,2,other,no
management,single,tertiary,no,no,cellular,1,failure,yes
technician,married,unknown,yes,no,cellular,2,unknown,no
management,married,tertiary,yes,no,cellular,1,unknown,no
unemployed,single,secondary,no,no,telephone,1,unknown,no
retired,divorced,secondary,yes,no,unknown,2,unknown,no
unemployed,divorced,secondary,yes,no,cellular,1,failure,no
management,single,tertiary,yes,no,cellular,1,unknown,yes
student,single,secondary,no,no,cellular,2,unknown,yes
blue-collar,single,secondary,yes,no,cellular,1,unknown,yes
self-employed,married,secondary,no,yes,unknown,1,other,no
management,married,tertiary,yes,no,cellular,3,unknown,no
admin.,married,secondary,yes,no,cellular,2,unknown,yes
unemployed,married,primary,yes,yes,unknown,2,unknown,no
technician,single,tertiary,no,no,cellular,2,unknown,no
blue-collar,single,secondary,yes,no,cellular,3,unknown,no
blue-collar,married,secondary,no,yes,cellular,2,failure,no
technician,married,primary,no,no,unknown,8,unknown,no
admin.,married,secondary,yes,no,unknown,2,unknown,no
technician,married,primary,no,no,unknown,5,unknown,no
admin.,single,tertiary,no,yes,cellular,1,unknown,no
blue-collar,married,primary,no,no,unknown,7,unknown,no
management,married,secondary,yes,no,cellular,3,failure,yes
blue-collar,single,secondary,yes,no,unknown,3,unknown,no
retired,married,secondary,no,no,cellular,4,unknown,no
management,married,secondary,yes,no,cellular,1,unknown,no
blue-collar,married,primary,yes,no,unknown,3,unknown,no
technician,divorced,secondary,no,no,cellular,6,unknown,no
student,single,secondary,no,no,cellular,1,unknown,no
retired,married,primary,yes,no,cellular,4,unknown,no
technician,married,tertiary,no,no,cellular,3,unknown,yes
blue-collar,married,unknown,no,no,unknown,7,unknown,no
admin.,single,secondary,yes,no,cellular,1,failure,yes
management,married,tertiary,yes,no,cellular,1,unknown,no
retired,married,secondary,no,no,cellular,4,unknown,no
management,married,primary,yes,no,unknown,2,unknown,no
management,married,tertiary,yes,no,cellular,1,unknown,no
blue-collar,married,primary,no,no,cellular,2,unknown,no
blue-collar,married,secondary,yes,no,cellular,6,unknown,no
admin.,single,secondary,yes,no,cellular,1,success,yes
housemaid,married,secondary,no,no,unknown,1,unknown,no
management,divorced,tertiary,no,yes,cellular,1,unknown,no
housemaid,married,primary,no,no,telephone,1,unknown,yes
admin.,married,tertiary,yes,no,cellular,7,unknown,no
management,married,tertiary,no,no,cellular,8,unknown,no
retired,married,primary,no,no,cellular,1,unknown,no
self-employed,married,secondary,no,yes,cellular,1,unknown,no
services,single,secondary,no,no,cellular,3,unknown,no
blue-collar,married,primary,no,yes,cellular,12,unknown,no
management,single,tertiary,no,no,cellular,2,unknown,no
management,married,tertiary,yes,no,unknown,12,unknown,no
admin.,married,secondary,yes,no,cellular,1,failure,yes
technician,single,tertiary,yes,no,cellular,1,other,no
housemaid,single,tertiary,no,no,telephone,1,failure,no
management,divorced,secondary,yes,no,unknown,1,unknown,no
services,married,tertiary,no,no,cellular,9,unknown,no
services,married,secondary,no,no,cellular,11,unknown,no
management,single,tertiary,no,no,cellular,2,success,yes
technician,married,secondary,yes,no,unknown,3,unknown,yes
management,married,tertiary,yes,no,cellular,4,unknown,no
admin.,single,secondary,yes,no,unknown,5,unknown,no
blue-collar,married,primary,no,no,cellular,6,unknown,no
admin.,single,tertiary,yes,no,unknown,5,unknown,no
technician,married,secondary,yes,no,cellular,1,success,yes
technician,married,secondary,yes,yes,unknown,3,unknown,no
self-employed,single,tertiary,no,no,cellular,2,other,no
blue-collar,married,secondary,no,no,cellular,10,unknown,yes
admin.,single,secondary,no,no,cellular,1,failure,no
blue-collar,single,secondary,no,no,unknown,2,unknown,no
technician,married,secondary,yes,no,cellular,1,unknown,no
management,single,tertiary,yes,no,cellular,4,failure,yes
technician,single,secondary,yes,no,unknown,8,unknown,no
self-employed,married,unknown,yes,no,unknown,1,unknown,no
blue-collar,single,secondary,yes,no,unknown,1,unknown,no
management,married,tertiary,yes,no,cellular,1,unknown,no
management,married,tertiary,yes,no,unknown,2,unknown,no
unemployed,married,unknown,no,no,cellular,1,unknown,no
management,single,tertiary,no,no,cellular,6,unknown,no
management,married,tertiary,no,no,unknown,6,unknown,no
management,married,secondary,no,no,cellular,14,unknown,no
management,married,unknown,yes,no,unknown,3,unknown,no
management,married,tertiary,no,no,cellular,1,unknown,no
technician,single,tertiary,yes,no,cellular,1,success,no
management,divorced,tertiary,no,no,unknown,2,unknown,no
management,married,tertiary,no,no,cellular,7,unknown,no
blue-collar,single,secondary,yes,no,unknown,2,unknown,no
management,married,tertiary,yes,no,unknown,1,unknown,no
blue-collar,married,secondary,yes,no,unknown,14,unknown,no
blue-collar,married,secondary,no,no,cellular,2,unknown,no
services,single,secondary,yes,no,cellular,1,failure,no
management,married,tertiary,yes,no,unknown,2,unknown,no
services,married,secondary,yes,no,unknown,1,unknown,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
technician,married,secondary,yes,no,cellular,1,unknown,no
admin.,married,secondary,yes,no,unknown,2,unknown,no
services,married,primary,yes,no,cellular,1,unknown,no
admin.,divorced,secondary,yes,yes,cellular,2,unknown,no
admin.,divorced,secondary,yes,yes,unknown,2,unknown,no
admin.,single,secondary,no,no,unknown,12,unknown,no
management,married,secondary,no,no,cellular,7,unknown,no
technician,single,secondary,no,no,cellular,2,unknown,no
technician,married,tertiary,no,no,cellular,4,unknown,no
technician,married,tertiary,no,no,unknown,2,unknown,no
entrepreneur,married,tertiary,yes,no,unknown,1,unknown,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
services,single,secondary,yes,no,unknown,3,unknown,no
services,single,secondary,yes,no,telephone,2,unknown,no
management,married,secondary,yes,no,cellular,6,unknown,no
retired,married,tertiary,no,no,cellular,3,failure,no
management,married,tertiary,no,no,unknown,3,unknown,no
management,married,tertiary,no,no,cellular,2,unknown,no
admin.,married,secondary,no,no,cellular,3,unknown,no
services,married,unknown,yes,no,unknown,3,unknown,no
blue-collar,married,secondary,yes,no,cellular,9,failure,no
admin.,single,secondary,yes,no,cellular,1,unknown,no
services,divorced,secondary,no,no,unknown,3,unknown,no
management,married,tertiary,yes,no,cellular,3,unknown,no
management,married,tertiary,no,no,cellular,3,unknown,no
technician,married,secondary,no,no,cellular,4,unknown,no
services,married,secondary,no,yes,cellular,12,unknown,no
blue-collar,married,secondary,yes,no,cellular,1,other,no
technician,married,secondary,yes,no,cellular,2,unknown,no
technician,divorced,secondary,yes,yes,cellular,5,unknown,no
admin.,married,secondary,yes,no,cellular,3,other,no
housemaid,married,unknown,no,yes,cellular,2,unknown,no
management,married,tertiary,no,no,cellular,7,unknown,yes
technician,divorced,secondary,yes,yes,unknown,4,unknown,no
admin.,single,secondary,no,no,cellular,1,unknown,no
entrepreneur,married,primary,no,no,telephone,1,unknown,no
technician,married,secondary,no,no,cellular,2,unknown,no
management,married,tertiary,yes,no,cellular,2,failure,no
entrepreneur,married,secondary,yes,yes,cellular,8,unknown,no
technician,married,secondary,yes,no,unknown,3,unknown,no
services,single,secondary,yes,no,cellular,2,failure,no
admin.,single,tertiary,no,yes,unknown,1,unknown,no
services,divorced,secondary,no,yes,cellular,1,unknown,no
blue-collar,married,primary,yes,no,cellular,1,other,no
management,married,tertiary,yes,no,cellular,1,unknown,no
management,married,tertiary,no,no,cellular,2,unknown,no
blue-collar,single,primary,yes,no,cellular,1,unknown,no
technician,divorced,tertiary,no,no,cellular,1,unknown,yes
management,married,secondary,yes,no,unknown,3,unknown,no
blue-collar,married,primary,no,no,cellular,1,unknown,no
technician,divorced,secondary,yes,no,cellular,3,unknown,no
technician,single,secondary,yes,no,unknown,2,unknown,no
retired,divorced,primary,no,no,cellular,1,unknown,no
services,married,secondary,yes,no,cellular,2,unknown,no
management,married,tertiary,no,no,cellular,1,unknown,yes
services,single,secondary,yes,yes,cellular,1,unknown,no
self-employed,married,secondary,yes,no,cellular,4,unknown,yes
technician,single,secondary,no,no,cellular,6,unknown,no
blue-collar,married,primary,yes,no,cellular,1,failure,no
entrepreneur,married,tertiary,no,no,unknown,3,unknown,no
management,divorced,tertiary,yes,no,cellular,10,unknown,no
blue-collar,married,primary,yes,no,cellular,2,unknown,no
technician,married,secondary,yes,no,unknown,1,unknown,no
blue-collar,single,secondary,yes,yes,unknown,1,unknown,no
management,single,tertiary,no,no,cellular,1,unknown,yes
technician,single,secondary,no,no,cellular,1,unknown,no
management,divorced,tertiary,yes,no,cellular,1,other,no
services,married,secondary,yes,no,unknown,1,unknown,no
blue-collar,married,secondary,yes,no,unknown,1,unknown,no
blue-collar,married,secondary,yes,no,cellular,2,unknown,no
management,married,secondary,yes,no,unknown,1,unknown,no
services,single,secondary,yes,no,cellular,1,unknown,no
blue-collar,married,secondary,yes,no,cellular,1,success,yes
admin.,single,secondary,yes,yes,cellular,3,other,no
admin.,married,secondary,yes,no,cellular,4,unknown,no
management,married,tertiary,no,no,cellular,2,unknown,no
retired,married,secondary,no,no,telephone,3,other,no
technician,married,secondary,no,no,cellular,8,unknown,no
management,married,primary,yes,yes,cellular,1,failure,no
management,married,tertiary,no,yes,cellular,1,unknown,no
student,single,unknown,no,no,cellular,2,other,no
services,divorced,secondary,yes,no,cellular,1,failure,no
admin.,married,secondary,no,no,cellular,2,unknown,yes
blue-collar,married,primary,no,no,cellular,3,unknown,no
blue-collar,married,unknown,yes,no,cellular,5,unknown,no
blue-collar,single,secondary,no,no,cellular,1,failure,no
blue-collar,single,primary,yes,no,cellular,2,unknown,yes
services,married,secondary,yes,no,unknown,1,unknown,no
technician,single,secondary,yes,yes,unknown,6,unknown,no
services,married,secondary,no,no,unknown,1,unknown,no
management,married,tertiary,no,yes,cellular,2,unknown,no
management,married,tertiary,yes,no,unknown,2,unknown,no
technician,single,secondary,yes,no,cellular,2,failure,no
blue-collar,single,secondary,yes,no,cellular,2,unknown,no
technician,married,secondary,yes,no,cellular,5,failure,no
technician,married,tertiary,no,no,cellular,2,unknown,no
technician,divorced,secondary,yes,no,cellular,2,failure,yes
management,married,unknown,yes,no,unknown,1,unknown,no
blue-collar,single,secondary,yes,no,cellular,5,unknown,no
management,married,tertiary,no,no,telephone,2,unknown,yes
technician,married,secondary,yes,no,cellular,10,unknown,no
management,single,tertiary,yes,yes,cellular,2,unknown,no
services,married,secondary,no,no,cellular,2,unknown,no
technician,divorced,secondary,yes,no,unknown,3,unknown,no
technician,married,unknown,no,no,unknown,6,unknown,no
services,single,secondary,no,no,cellular,4,unknown,no
management,single,tertiary,no,no,cellular,6,unknown,no
management,married,tertiary,no,no,cellular,1,unknown,no
management,married,tertiary,no,no,cellular,2,unknown,no
management,single,tertiary,no,no,cellular,1,unknown,yes
student,single,unknown,no,no,cellular,3,unknown,no
student,single,tertiary,yes,no,unknown,1,unknown,no
technician,single,secondary,no,yes,cellular,5,unknown,no
retired,married,secondary,no,no,cellular,1,unknown,no
student,single,tertiary,no,no,cellular,2,other,yes
